frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3,,,,,,,,,,,,,,,,,
13,7/11/17 4:03,4:03:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
14,7/11/17 4:03,4:03:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
15,7/11/17 4:03,4:03:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
16,7/11/17 4:03,4:03:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
17,7/11/17 4:04,4:04:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
18,7/11/17 4:04,4:04:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
19,7/11/17 4:04,4:04:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
20,7/11/17 4:04,4:04:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
21,7/11/17 4:05,4:05:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
22,7/11/17 4:05,4:05:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
23,7/11/17 4:05,4:05:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
24,7/11/17 4:05,4:05:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
25,7/11/17 4:06,4:06:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
26,7/11/17 4:06,4:06:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
27,7/11/17 4:06,4:06:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
28,7/11/17 4:06,4:06:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
29,7/11/17 4:07,4:07:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
30,7/11/17 4:07,4:07:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
31,7/11/17 4:07,4:07:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
32,7/11/17 4:07,4:07:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
33,7/11/17 4:08,4:08:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
34,7/11/17 4:08,4:08:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
35,7/11/17 4:08,4:08:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
36,7/11/17 4:08,4:08:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
37,7/11/17 4:09,4:09:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
38,7/11/17 4:09,4:09:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
39,7/11/17 4:09,4:09:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
40,7/11/17 4:09,4:09:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
41,7/11/17 4:10,4:10:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
42,7/11/17 4:10,4:10:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
43,7/11/17 4:10,4:10:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
44,7/11/17 4:10,4:10:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
45,7/11/17 4:11,4:11:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
46,7/11/17 4:11,4:11:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
47,7/11/17 4:11,4:11:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
48,7/11/17 4:11,4:11:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
49,7/11/17 4:12,4:12:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
50,7/11/17 4:12,4:12:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
51,7/11/17 4:12,4:12:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
52,7/11/17 4:12,4:12:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
53,7/11/17 4:13,4:13:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
54,7/11/17 4:13,4:13:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
55,7/11/17 4:13,4:13:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
56,7/11/17 4:13,4:13:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
57,7/11/17 4:14,4:14:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
58,7/11/17 4:14,4:14:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
59,7/11/17 4:14,4:14:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
60,7/11/17 4:14,4:14:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
61,7/11/17 4:15,4:15:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
62,7/11/17 4:15,4:15:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
63,7/11/17 4:15,4:15:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
64,7/11/17 4:15,4:15:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
65,7/11/17 4:16,4:16:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
66,7/11/17 4:16,4:16:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
67,7/11/17 4:16,4:16:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
68,7/11/17 4:16,4:16:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
69,7/11/17 4:17,4:17:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
70,7/11/17 4:17,4:17:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
71,7/11/17 4:17,4:17:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
72,7/11/17 4:17,4:17:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
73,7/11/17 4:18,4:18:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
74,7/11/17 4:18,4:18:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
75,7/11/17 4:18,4:18:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
76,7/11/17 4:18,4:18:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
77,7/11/17 4:19,4:19:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,4.00,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,185,530,930,1255,185,530,930,1255,,,,,,,,,,,,,,,,,
